Timestamp	Filename	Error	Message
2017-02-03 18:05:18.747 +0530	seminarEvent.fmp12	0	*** Started consistency check, total of 50 block(s) to check
2017-02-03 18:05:18.764 +0530	seminarEvent.fmp12	0	*** Completed consistency check, checked 50 block(s)
2017-02-03 18:10:47.808 +0530	seminarEvent.fmp12	0	*** Started consistency check, total of 50 block(s) to check
2017-02-03 18:10:47.847 +0530	seminarEvent.fmp12	0	*** Completed consistency check, checked 50 block(s)
2017-02-03 18:31:39.620 +0530	seminarEvent.fmp12	0	*** Started consistency check, total of 50 block(s) to check
2017-02-03 18:31:39.780 +0530	seminarEvent.fmp12	0	*** Completed consistency check, checked 50 block(s)
2017-02-03 18:33:06.644 +0530	semiEvent.fmp12	0	*** Started consistency check, total of 50 block(s) to check
2017-02-03 18:33:06.784 +0530	semiEvent.fmp12	0	*** Completed consistency check, checked 50 block(s)
